0,3,2,7,8,5,9,6,4
9,6,4,1,3,2,7,8,5
7,8,0,9,6,4,1,3,2
3,4,9,8,2,1,6,5,0
6,5,7,3,4,9,8,0,1
8,2,1,6,5,7,3,4,9
0,9,3,5,1,8,4,7,6
4,7,6,2,9,3,5,1,8
5,1,8,4,7,6,2,9,3
1,3,2,7,8,5,9,6,4
9,6,4,1,3,2,7,8,5
7,8,5,9,6,4,1,3,2
3,4,9,8,2,1,6,5,7
6,5,7,3,4,9,8,2,1
8,2,1,6,5,7,3,4,9
2,9,3,5,1,8,4,7,6
4,7,6,2,9,3,5,1,8
5,1,8,4,7,6,2,9,3
